web-scraper-order,author,title,content,positively_rated
1578434986-5699,Michelle S. McCreary,Makes my iPad toddler proof,One of the easiest screen protectors to install. Fits my iPad perfectly. Doesn’t interfere with case. Hopefully it will prevent costly repairs.,1
1578434968-5624,Gina L Agliam,Amazing !,This is an awesome screen predator . Probably the best I’ve ever bought haha. They gave easy  instructions and a video that goes along with it ( I preferred to watch the video instructions) The only thing that bothered me was that even though I used the cleaners and the dust collector I still got one piece of dust particle somehow still under my screen protector. But once again overall great product and would buy again.,1
1578435969-9285,Amazon Customer,Cracked while putting it on,I was trying to put it on my iPad after it arrived yesterday and saw a crack in the glass. That spread to most of the lower part while putting it on,0
1578435181-6415,Renee,Good Product - Happy With It,The YouTube video was extremely helpful!  I picked this screen protector due to the very large number of very positive reviews on Amazon.,1
1578435513-7592,E. Williams,MUCH Better after replacement!,"UPDATE:

After my prior review, I received exemplary service through a replacement of the screen.  Really good follow-up, and true concern that I was initially unhappy.  Thanks Sparin for great service, and addressing my concerns!

This product did not work for me for the following reasons:

1) The instructions that came with ths are for an iPhone, and does not work for an iPad which is what the product is for,
2) It was not clear what side was up or down when the glass was adhered to the screen, so I ended up puitting the hinges on the wrong side - why would I think that the glass should be put on the screen with the words right side up!  Silly me.
3) The package only comes with one glass - really difficult to get it right the first time (which I did not), so you basically end up spending $10 for one shot at it, and if you get it wrong because of inadequate instructions as I did, then you are screwed,
4) The YouTube video sight does not show the product that I was working with - silly me to think that it would.

Poor product instructions resulted in wasted money, time, and still no screen protection.  Since I am one of few with such difficulty working with this, I guess I am the idiot, except I have used other similar products before from a different manufacturer, and never had a problem.  Oh well, stick to what you know.  I will never purchase a product from this manufacturer again.",1
1578435430-7308,David R.,... keep lint off on the install but there was great tools included to make that process as easy as ...,Always a little tricky to keep lint off on the install but there was great tools included to make that process as easy as possible.,1
1578435868-8911,Saihari,Easy to install,"I bought this screen gaurd for my ipad it works great.

Easy to plAce on it. no air bubbles found.

It reLly protects my iPad from dust.",1
1578435534-7673,Amazon Customer,Five Stars,It does the job well and has protected my ipad for 3 months.,1
1578435956-9241,yaya,Five Stars,I like it it just suck right on to the iPad  perfectly 👍🏼,1
1578434812-5038,Quang-thinh Le Duong,I expected something better.,"Followed the exact video directions and still dust was attracted to the sticky side of the screen protector. The dust tape that is used to get dust out from the inside actually created even more dust. Also noticed a small scratch on the screen protector. The 2 tapes to hold the screen protector before putting it on also came off so there was no point. Now my new iPad has a blobs of dust here and there since I can’t use any of the materials that came with the pack to get it out. For $10, I expected something better.",0
1578435811-8711,Estela Pajarillo,Reliability,It’s good for a reconditioned item!,1
1578435677-8224,Customer,Nice,Great screen protector,1
1578435276-6775,MomX3,Choose another seller or just by won I’m store so you’re,Looked like it was already opened and sticky side was all smeared up,0
1578434757-4827,KOHL,"Easy to install, very smooth and slick surface, protected my device beautifully!  Just ordered another one!","Ease and swiftness of installation, no bubbles at all (had to push firmly in a circular manner for a few seconds) and a smooth, slick surface makes this one of the best purchases I have made for my iPad!  I accidentally kneed my iPad to the corner of my bedside table (true story) and the tempered glass did what it was supposed to do - protect the device underneath.  The top middle part of the screen protector was scratched and cracked (I made it worse by pulling it up to see if the actual iPad glass was broken - it had not, thank goodness!) and am happily ordering a second one as this is much easier to replace than to repair my device.",1
1578435854-8861,Kristin Forrest,Easy and good,"Easy to install, doesn’t seem to hold smudges and has help up through grad school. I’d buy it again.",1
1578435726-8417,Norvetta Y. Warren,Nice,Perfect fit,1
1578435423-7285,DD,Thin but durable!!,Great screen protector for IPad 9.7 and very thin.  I was able to put my Otterbox defender case with built-in screen protector on my pad and it still fit perfectly so I have double screen protection!!,1
1578435011-5789,Sri,Good screen protector worth every penny.,"Initially I was a little skeptical about the product but after receiving the product and looking at the way they presented it, I completely feel it is worth the money. I like the installation part worth mentioning which is just a snap. Even though a lot of guidance tools are provided with the kit, I was completely able to install with out much hassle. Overall it is a great product and I believe it is a good investment. I'll post my comments back after using this for some time.",1
1578435200-6487,Carlos,"Good, but install isn't the easiest","Somewhat difficult to align and install, the included sticker guides came off easily while attempting to install. Protector adds slightly noticeable weight. Clear, does not obstruct picture quality. Adds a noticeable amount of depth around home button.",1
1578435334-6974,Belinda S.,Great,Very good product definitely recommend.,1
1578435412-7248,Heather I,"Feels great, tricky to install","Is a bit difficult to install, even with the guide stickers.

That being said, it feels wonderful and you lose no sensitivity of the screen. Since we use an Apple Pencil, I think this will help us prolong the life of our screen.",1
1578435406-7230,Rick R.,9.7 Ipad Screen Protector,"Extra protection layer for screen. Of course it smudges, and yes there's some glare. It's glass! Works with aftermarket Bluetooth pens. Still has good tactile sensitivity.",1
1578434890-5329,Midwest Maddy,Protection to the screen. Easy to clean.,It’s okay. I like that it protects my screen but when I try to see a video outside it is very dark. The anti-glare isn’t noticeable in the sun. But other than that it’s a better price and quality then those sold in stores.,1
1578435111-6154,P.L.,love it!,"I have a tendency to be hard on screens.  I found this screen protector easy to apply.  I did watch it done on you tube first and that was helpful.  It looks great.  IPad works perfectly with it on. Make sure you follow all instructions. All that you need is supplied to clean, dry, and make sure all lint is off screen. It's a good quality product.  I'm glad I purchased it!",1
1578435008-5779,HollyAnne,Exactly what I wanted,"I love this screen protector, it comes with a lot if extras to help with installation that are extremely helpful. My screen looks just as clear as it did without the protector and touch sensitivity is still stellar.",1
1578434898-5351,Amazon Customer,I would give it more than 5 stars if I could.,"I'm very pleased with this product. It came with a whole ""installation kit"" and very clear instructions. They even refer you to an installation video, which I highly suggest you to watch. If you are patient and follow all the steps you won't have any problem. No dust, no bubbles, no scratches; everything looks and feels amazing, even when drawing with my apple pencil. Plus, it makes my screen look so clear that my iPad literally looks like it's new. Not to mention the good price.",1
1578435591-7894,alex harber,Great Protector,"This is a great screen protector and has held up well, I use my iPad on a daily basis and travel with it to and from work.  There iare zero scratches thus far, it was easy to install, and my only complaint is how easily the screen get smudged.",1
1578435068-5999,I Found Waldo,Big bubble,"Installed with the so called hinges, but that made getting it on straight worse i think.  One huge bubble in middle cant get it out.  Scared to lift back up and get dust under the rest of it.",0
1578435547-7725,Terri L Crockett,Easy to install,So far so good.  It was very easy to put on.,1
1578436000-9392,Scott,Added protection,Added protection at a nice price,1
1578435427-7300,A,Such a disappointment,"The packaging for this item seemed very good; sturdy outer box and the screen protector was wrapped in two inner sleeves.  However there was a crack that started at the home button opening and continued towards the left edge.  At first, I thought it might just be a very big scratch on the plastic backing but as soon as I lifted it to get a closer look the crack grew bigger until it reached the left side. If the plastic backing had not still been attached, the entire lower left corner would have broken off completely.

Reviewers leave glowing reviews about how they have dropped their various devices while using this screen protector and have ended up replacing a cracked screen protector that they swear saved their screens from expensive damage.  And that's great, really. But I have to seriously wonder how much ""damage"" my device would actually encounter if left on its own.  I own an iPad and I'm positive my iPad screen can handle much more than this screen protector can.  Based on how that smallish crack by the home button quickly became a crack big enough to completely sever the lower corner, I feel like this screen protector will crack and need replacing for even the most minor of incidents...incidents that most likely would have done nothing to my iPad.

In the end I'm going to keep doing what I've been doing with every tablet I've purchased, beginning with a Nook Color in 2010 and including an iPad 2 and the new 2017 iPad: buy a case that my tablet slides into, like the one I had for my last iPad.Bear Motion Luxury 100% Full Grain Genuine Top Layer Buffalo Hide Vintage Leather Case for iPad 4 with Retina Display / iPad3 / iPad 2 - (Candy Red)

This item is now re-packaged, the return label affixed to it, waiting for me to take it to the post office.",0
1578435298-6851,preta,Love it,My iPad screen cracked and it was a pain for my finger but with the screen protector you stil can see the cracked but you don't feel anything. Feel like new again,1
1578435694-8292,joseph,Just like second skin,"Great protection for your iPad, easy to install.",1
1578435276-6771,Mtchcnnr,Four Stars,Already separating from he iPad. Followed the insertion instructions and used all cleaning supplies. Probably an unfortunate accident.,1
1578436000-9397,Leonard Petru,Five Stars,great ipad good price,1
1578435024-5838,Jason G.,Became garbage by step 3,"The label on the outside of the box was not kidding, this item is extremely fragile.  By step 3, the screen  protector had cracked and there goes $10 into the garbage.  Will find an alternative.",0
1578435646-8108,R.M.Y,"Easy, no fuss application",This was well packaged and easy to put on because of the guide stickers. Totally recommend it.,1
1578435718-8388,Amazon Customer,Great,"Does the job, has successfully my screen. Very happy with this purchase",1
1578435468-7439,Cheryl V,Great.,Nice.,1
1578435914-9088,Rabbit,Screen protected.,Great screen protector that I hope never to test. It feels substantial and was easy to apply with no bubbles.,1
1578434760-4836,MarieZ,"Great company, product and service","I received a new screen protector from Sparin after difficulty installing.  The company was very responsive and helped with tips and a video.  The video was very clear and I was successful in putting on the screen protector.  It's a great product - very clear looking and absolutely no bubbles or other screen dust.  I made some suggestions on how to make the written instructions clearer and they seemed very receptive to those.  Great company - not just stands by their product - they are actively trying to improve it.  Thanks, Sparin, especially Eos!",1
1578434703-4624,sadkomodo,Amazing Screen Protector,"When looking for screen protectors for iPads, I usually buy them at the store I purchased the iPad from.  They are around $50 and I have the employee put them on.  This time I decided to buy the Sparin screen protector after seeing how easy it was to install on YouTube.  This was the easiest, most painless install of a screen protector that I’ve ever done.  This is my new “go to” for screen protectors.  Fast delivery also..",1
1578435531-7664,Magda,Easy to install,"Easy to install, first time I didn't have to ask a salesman at the cell phone store to help install it. Nice and durable. Highly recommend it.",1
1578435745-8483,Micha Costa,Love it,Totally protects my iPad! Also it was very direct and easy to put on.,1
1578435721-8393,Cynthia Berry,Works Good - But does smudge,Serves its Purpose,1
1578434801-4996,C. Hamilton,Great product,I was pleased with this product.  They sent it in a well protected package.  The instructions were easy to follow and it was easy to put on my ipad.  I like that it solves the problem of finger prints.  It looks great and does not compromise the clearness of my screen.,1
1578434737-4754,L. Miller,Saved an iPad,"Daughter dropped her iPad and the screen shattered. She was super upset but when we took the case off, we realized it was the protector that shattered and not her iPad screen. This protector is amazing!",1
1578435256-6698,yolanda macias,Grand kids loved it easy to put on no problem,Grand kids loved it easy to put on no problem,1
1578435118-6188,IC,Good Screen Protection,Good protection for my iPad. I feel like the screen is protected when I take it outdoors now. It was fairly easy to install too.,1
1578435948-9220,JBo,Exactly what needed!,"Was exactly as discribed - high quality screen protector, fit iPad like a glove.  Great purchase!",1
1578435415-7252,Marcus Vinicius Costa,Easy to install and smudge free,Great product. Easy to install. Very nicely packaged. I would definitely recommend.,1
1578435396-7185,Andrew M. Morris,So simple and so effective! Great!,Perfect! I’m very picky about the slightest bit of dust or misalignment on my screens. This protector is the best I’ve seen and easiest to install!,1
1578435674-8211,Pavel,Installation very easy,Good product,1
1578434864-5231,Elaine,this is an early review,"I've only had this on my iPad for two days but so far so good.  Mainly I wanted to say that it was easy to install if you follow the directions as given.  I also watched the Sparin video on YouTube which gives you a nice visual of proper installation.  If I become unhappy with it's performance, I will give an update.  But hopefully that won't be necessary.",1
1578435832-8790,Akio Benjiro,Nice,Seems high quality,1
1578435152-6317,ashlee dupuis,Durable,This screen protector has definitely done its job. I use this and a case on my iPad and there has been no scratches or cracks after a years worth of use. This is a durable screen protector for sure,1
1578435898-9026,Vee,Five Stars,Love it!,1
1578435778-8610,Tilo J. Haas,glass screen,This item does exactly what I needed it to do. I am very happy with this product,1
1578435034-5869,Jeanne Grimes,Easy to install!  Seriously EASY!,"I am a klutz..and the last thing I wanted to do was place a tempered glass screen on my new IPAD Pro....but, since I am a klutz....well, I don't think I want to risk cracking the screen on such an expensive toy!  The Sparin screen was simple to install and works like a charm!  Follow the you tube video PRECISELY using the tabs for alignment and the ""foldover"" method and just be patient with your cleaning...I am confident my screen will be protected!",1
1578434817-5053,Natasha,Best quality you can find,Love love love how easy it is to apply! Works great! Sparkles and very clear to see through unlike many flimsy plastic “protectors” this one feels like it will take the beating for your ipad glass. Bought the same one 3 months ago for a family members new ipad and she loves it too!,1
1578434778-4904,H.G.,Let's see if they live up to their warranty,"I liked the product, simple to install and good quality. I registered the item during the first 15 days which they require to honor the warranty policy. Unfortunately, the very first drop and it shattered. :( I just reached out to them and we'll see if they're responsive. I'll update accordingly.",0
1578435486-7498,micromom,Easy to install!,Peace of mind for a great price!,1
1578435318-6916,Amazon Customer,Very pleased - but don't bother with the sticky tabs when installing,seems to protect fine & very clear - can't really tell it's there.  cleans easily.  Putting it on was a little scary (first one I've done) - but watch the videos & they help.  Bit of advice:  the stick on tabs they give you to help guide it into place are pretty useless - they didn't stick well & I had to left the screen protector and reapply it - wound up skipping them second time and just being very careful to place it.  I'd not bother with them (& the first video doesn't have them; I think they must be a new 'improvement' but frankly installing worked fine without them.  Luckily I didn't crack the protector when I had to remove it the first time to position it correctly (the stick on strips let it slide out of place).  It does not interfere with any buttons or functions & works fine with my cover.,1
1578435313-6900,Tamer Elbakry,"Hi how are you, I tried to apply the ...","Hi how are you, I tried to apply the screen protector over the iPad while watching the instruction video through your YouTube channel but unfortunately one of the corners never adhere to the iPad surface, attached image shows the current situation, i tried to press over it for some time but it didn’t help and I tried to re do the process from the beginning, again the same result, is there a solution for that ??",0
1578435557-7768,Amazon Customer,Perfect placement first time!!,"This is the first time I've been able to place this type of screen protector on with no bubbles, bends or dust!  It's nice and thick and comes with all the tools, wipes, etc it takes to be assured of a perfect placement!",1
1578434979-5670,Kvaughn,Do Not Recommend,"Horrible!  Tried putting on and this is what happened!!  It shattered!  Seriously...if it breaks this easily, I dont know how it would protect anything.  Money wasted😏",0
1578434983-5685,Angelphase,Amazing,This shield was easy to install. No bubbling at all. Crystal clear. It's been months and you cannot tell there is a glass protector on it. I'll order again if needed.,1
1578434732-4735,Living Life With Joy,Literally the most perfect screen application EVER!,"I recently purchased a new iPad and knew I needed to get a screen protector. This screen and application process was literally the most genius yet simple application and was so simple to do. I've never had such a perfect screen application as I just did with this. No dust, no marks, and it went on perfectly straight because of the hinges you make with the stickers it comes with. Hands down the best screen protector I've ever had. I would recommend this to every single person that has a 9.7 inch iPad!!! You won't regret it. Best $10 spent.",1
1578434786-4938,yvonne white,Great company and great product!,I wish to know initially that I did not properly followed the instructions and had dust all over my screen. The company was kind enough to send me out a replacement which I installed easily and perfectly. A huge two thumbs up for their trusting me and sending out that replacement without any questions asked. I would recommend these people to the max! Thank you so much!,1
1578435448-7361,Charles Bertram,Glass Fit MY iPad Pro Perfect and is holding up well for a few months ...,Glass Fit MY iPad Pro Perfect and is holding up well for a few months now. Pencil works great still! Very happy,1
1578434981-5672,Jen Hormann,Little shards of glass stuck under the protective cover,"This is the first review I have ever written. I bought this based on other reviews. The packaging was nice, and I followed the instructions exactly as told, but when I took off the back liner there were little shards of glass stuck to it, needless to say after I placed it on my IPad they became big bubbles. I tried to fix the problem, but it just made it worse. I am unable to use the product now and will need a new screen protector.",0
1578435472-7446,Alex Aldan,Keep your tablet secure,Quality good,1
1578434851-5186,ashlee sandvoss,Sturdy and cheap,"What’s not to love. The screen is full coverage. It comes with foolproof tools to help get you set up, the instructions were easy to understand and the screen itself is very heavy duty. Plus the price is great, I was expecting flimsy for the price but this is the greatest!",1
1578435510-7587,Brooke,Works like a charm!,I dropped my iPad and it shattered! But my iPad was unscathed.,1
1578435090-6079,Gerardo Duenas,Great quality. Looks like there's nothing there.,I thought I would have trouble installing since the ipad screen is larger than a phone. It wasn't hard and any bubbles that I was worried about were easily removed.,1
1578435227-6590,techuser2941,Great screen protector and easy to install.,The SPARIN screen protector came in a very nice package with all the necessary bits to get it installed. I specially liked the hinge stickers to make it easier to line up and install the screen straight. I did end up with a few bubbles but I was able to get rid of them by pressing on both sides of the bubbles with my thumbs and pushing the air out to the side. Once installed the screen looks great and it looks like it's going to protect my iPad really well. I definitely buy a second one to install on my wife's iPad.,1
1578435857-8878,kent,Good product. Good price.,Good product. Good price.,1
1578434828-5093,Cynthia,It's a good idea in theory,"It's a good idea in theory. The screen itself seems very sturdy but I followed the installation instructions and it was a fail. The guide stickers wouldn't stay attached and the screen came off my iPad which in turn caused dust to attach to the sticky side and it was pretty much over from there. I've installed screen protectors before and didn't have this problem. It was frustrating.

Although I haven't tried the new screen, the customer service alone desires a five star rating. They supplied me with more information to help with a better install and sent a replacement screen at no charge. The best service I've gotten in a long time.",1
1578435827-8763,Brian Walker,Easy to install,Awesome value,1
1578435139-6262,G.D.C.,Screen protector,"Excellent product, easy to install. Highly recommend it.",1
1578435251-6680,J in NC,Difficult to install,Too difficult to install got air bubbles and then it was unusable,0
1578435371-7108,Lapin,Love the quality so far,"Love the quality so far! It looks thick on a thin tablet like this the first day I applied it, but I guess I'm used to it after a week of use. Haven't got chance to try it with a case but I hope these two will be compatible with each other.",1
1578434746-4784,T. Muniak,Follow Installation Directions,"I have dogs, so I had to do the installation in my car to avoid airborne dog hair and dust from getting under the screen protector.  Followed the directions and ended up with a great result!  I did not have a single bubble I'd have to get rid of.  I can't even see that there's a screen protector on - it is perfectly sized and looks like it will do its job.  I'm very happy with this purchase.",1
1578434664-4483,dP,"Only comes with one protector, and alignment is challenging","I've installed too many screen protectors to count on both iphones and ipads.  The biggest issue with this kit is that it only ships with one piece of tempered glass whereas the other kits I""ve purchased from other manufacturers shipped with a second screen protector.

The pull tab to remove the plastic sheet from the tempered glass is at the top, and no camera cutout hole or other cue is available to properly align the protector.  There is only one hole cut out for the home button, and aligning the tempered glass from the top of the ipad down to to the home button is challenging.  If a second hole was present for the camera, installation alignment would be far easier. Alternatively, if the pull tab was located on the bottom of the glass near the home cut out, the alignment would be much easier.

Once installed, the touch screen interface works flawlesslly and screen color is unchanged.  The protector has been installed for less than an hour, and I can't speak to the product's durability.

The overall margin of error to install this kit accurately is extremely narrow, especially for an individual who has never emplaced a screen protector before. If the kit included a second screen protector, the process would be far more forgivable. Due to the installation challenges and, more importantly, the absence of a second piece off glass, I highly recommend looking for a different product.",0
1578434751-4805,Tanya G.,Super easy to apply - just follow all the steps!,"This is the first screen protector I’ve used that I had no problems installing.  No matter what, I’ve always ended up with air bubbles or dust particles appearing no matter how many times I’ve cleaned the screen prior to use.  Don’t rush through applying this!  It’s hard not to get antsy and just skip steps, but going through everything will ensure you get a clean application.  Best tip I heard and used: apply in a bathroom and run the shower to create some humidity.  Apparently this helps not to attract dust or lint to the screen.

There’s also no glare that I notice, which I really like.  Overall, really happy with this screen protector.",1
1578435386-7154,Rayanna,"Easy to use, not disruptive at all!","It's like it's not even there which is why I love it! I am in general very careful with my devices so do not plan on dropping anything on my iPad to test it, though. It was easy to put on and I recommend reading the instructions first.",1
1578435868-8915,Kindle Customer,Great product,Arrived on time and easy to install.,1
1578435263-6725,Marina711,Loved this screen protector,"This screen protector is absolutely great! No need any instructions to put it on my new iPad.
It does what it describes about this product, No bubbles! Recommend everyone to buy this product it's worth it!",1
1578434780-4919,Chris Brown,Excellent Installation Technique,"First IPad for work.  Ordered this, and the installation guide is fabulous.  So easy.  Better than putting on the phone screen protectors with guides, etc.  Seamless, one bubble that was easy to push out to edge, clear and clean stick.  The little tab for pulling off the protective film did rip off, but I was able to peel the film from the corner without issue.  Very clear, seems to work nicely.",1
1578435857-8871,Amazon Customer,Battery is weak,I purchased this August 9th and really liked the size but battery goes down very fast and takes forever to charge. Overnight!,0
1578434760-4840,Lowe100,Customer service is the BEST!,"This product is awesome! Easy to install and it protects the screen from cracking. I dropped my daughter's iPad gen 6 and broke the screen we had to get Apple care to replace it, if we did not have warranty it would of cost me almost as much as a new iPad so this screen protector is well worth the money. It fits perfect you would not even notice it is there. I had an issue with the 1st one I purchased (due to my own fault) and customer service reached out to me to and sent me a replacement one ASAP. I am vary grateful and will always be a loyal customer. THANK YOU!!!",1
1578435008-5773,Bank of Dad,Got it on the first time.,"I watched all the YouTube videos and was able to mount this on my Ipad.  The sticky tabs came off too easily.  Somehow a particle of dust got under the middle of the screen, minute, and I can live with it.  Several bubbles were on the lower corners, but I was able to lift it with my fingernail and they came out.  You have to be calm, unhurried, and have good fine motor skills to do this right.",1
1578435702-8327,ASPEN,... SPOT ON --- DIDN'T NEED VIDEO BUT WAS A NICE SAFETY,INSTRUCTIONS WERE SPOT ON --- DIDN'T NEED VIDEO BUT WAS A NICE SAFETY NET,1
1578434710-4658,Rhetta,Do not use guide stickers then product works great!!,"I bought two of these - one for each of my kids school issued iPads.  One I did not use the guide stickers....I used packaging tape to create handles to position the screen protector on and it worked great!!!! I took packaging tape, folder first quarter over onto itself, stuck the rest to each end of the non-sticky side of the screen protector, removed after I had the screen protector on the iPad. The second one I used the guide stickers, which failed just as I flipped the screen protector onto the iPad......which meant I had to lift to reposition it. The seller worked with me to get this fixed, as the screen protector now had spots that would not re-stick. Awesome seller and awesome product.....if you don't use the guide stickers.",1
1578435116-6174,John Tran,Not good quality,This product is not quality like I expected. Scratch and damaged like pictures above. Don’t waste your money.,0
1578435205-6501,Amazon Customer,Excellent product and excellent transaction!,"I followed the directions, it was easy to install, and looks great (no bubbles).
I've been using it for over a year and it still looks like new - just a quick wipe with a clean cloth and it is as clear as it was on day one!",1
1578435697-8307,NhutDuong,Ok,Ok,1
1578435531-7666,mama977,Didn’t work for me,"Drop my iPad and it was about 12 inches from the ground , shattered my entire screen with the protector on it . The protector did not even shatter .",0
1578435510-7586,ronald m. sinderud,Excellent seller,"As advertised, fast shipping!",1
1578435274-6769,Kristina Gavigan,"Bubbles,  to user friendly","Looked great and I’m sure it would protect well since it’s so thick, but I’ll never get to find out because I couldn’t install it without huge round bubbles... which I cannot stand.  Disappointed.  Anyone have a recommendation for a screen protector that is user friendly?",0
1578435951-9222,victor gutierrez,Great,Great product. Would recommend to anyone,1
1578435944-9192,Clovercrest1,Worth purchasing!!!,"I bought this product because of the great customer service reviews for my new IPad air2. It was super easy to put on ( before I saw that there was a u tube video on how to ) and yes, I am BLONDE!! It does exactly what it's supposed to, and I enjoyed the phenomenal customer service.",1
1578435705-8334,Michael Merschat,Good product,I was very aware of the negative reviews saying that it was difficult to install so I was extra careful during installation. It wasn’t difficult to install provided you can follow directions.,1
1578434744-4780,Danielle D.,but would be happier if it lined up better on the iPad,"Found the product to be a little challenging to put on the iPad. The stickers provided to help line it up do not stick very well (or at all) so when I went to do the final placement the protector moved and the end result is an unevenly placed screen protector. I did end up with one bubble, but I lifted the corner again and it went away. The final result is ok, but would be happier if it lined up better on the iPad. I'll use it for awhile and then replace with a different brand at a later date.

*update: shortly after writing the review, I was contacted by the company and they sent me a replacement free of charge. I have updated from two to three stars based on their customer service. I have not yet had a chance to replace the protector on my iPad so I cannot comment if I will have an easier time.",0
1578434843-5158,W. MacLeod,Not finger print friendly,"Looks good when clean and offers good protection. BUT, this thing shows finger prints like nothing I have ever seen.  Added 10/30 - Company reached out to me about my issue.  They had some decent suggestions and went out of their way to make me whole, class act, would highly recommend them.",1
1578435342-7003,Jeannette Mezquita,Excelente protector de pantalla,Muy bonito llego en el tiempo esperado y en buenas condiciones,1
1578435895-9020,AJ,Works with Apple Pencil!,Works great with the Apple Pencil or whatever it's called. My teen draws perfectly just as if there is no protector on.,1
1578434762-4850,OlneyMd,Good protection,"It's unusual for me to write  a five-star review after a product breaks, but that's what I'm doing now. I dropped my iPad and it had a hard landing. I looked at the screen and saw a big crack and wasn't too happy.  But I later realized the 2-year-old screen protector cracked - not the screen. I have to think that if it wasn't for the protector, the screen would have been damaged. I'll gladly pay $10 for a new screen protector instead of paying $200 to repair the screen.",1
1578434914-5419,RL,needed help,first one didn't work had the same problem with the second.  Followed videos and have multiple bubbles first one tried to fix and got worse.  Didn't't do that on the second but still didn't work as advertised,0
1578435765-8551,Alex,Excellent Screen Protector,"There’s an air bubble in one of the corners but I’m told it will fix itself in a couple of days. Not the end of the world, it’s barely noticeable anyway. Otherwise it’s a great product.",1
1578435759-8533,stan marshall,went on well,I've used numerous screen protectors on different devices and their always a little never racking to apply. I would say this was the easiest by far.,1
1578434692-4589,Kyle,Durable screen protector that’s easy to install,"This Sparin screen protector for the IPad is by far one of the best screen protectors.  I have owned several products including iPads, MacBooks, watches and iPhones and have tried several different screen protectors.  The Sparin screen protector was onE of the easiest screen protectors to install without bubbles or smudges.  The screen protector cleans easy and keeps the iPad screen safe in the case you accidentally drop it.  I would highly recommend this screen protector to anyone looking for a durable screen protector that is easy to install.",1
1578436014-9444,Jailyn Hoskins,Would Buy Again,"I usually never write reviews, but I was really surprised with this one. Best deal for the price!!!! Recommend to anyone with an iPad. Works great with the Apple Pencil.",1
1578435044-5905,Happy Nan,Easy to install,"If you follow the instructions that come with it, it is so easy to install. I have no air bubbles! Amazing!",1
1578435609-7963,William B. Rabb,Sparin,"I have received the SPARIN screen protector and have applied it to my iPad.  During the installation procedure the screen slipped from one of the ""guide tapes"" which resulted with my misplacing the protector, then when straightening and reapplying a small, but annoying bubble appeared. I'm waiting for it to be dissolved.  Other than that issue it's great.  Thanks for asking!  William B Rabb",0
1578435887-8984,Amazon Customer,Easy,Easy to put it on.,1
1578434670-4502,Denise Rojas,"Great customer service but, too little too late.","Purchased for my new iPad and followed all the instructions but only to see the glass already had lint on it. No I did not have it near anything that could possibly attract the lint. I did it on a table after washing my hands to make sure I attracted no lint and still there ended up being some. I returned product and am purchasing a different brand.

Revised (04/17/2018). Great customer service I'll say that much. I was sent a free replacement to help make my experience better than it had been the first go round. However, I didn't notice until I was looking at the new glass cover I received that the camera is covered up by the glass. I didn't like that and don't know how well you can still see if the glass covers the camera. I had already purchased a new screen cover from the same brand that I purchased from for my Nintendo Switch. That did not cover my camera and was beyond easy to use so.... I didn't use the new cover and probably won't since I already have one on it. So if you don't mind covering your camera on the front of the iPad then maybe it will work for you. Otherwise other brands have the camera cutout.",0
1578435964-9262,Janee Giffrard,Great Screen Protector!!,"Love the screen protector, the only problem I had was the bubbles!! Even after I followed the instructions, but overall its a great screen protector!",1
1578435208-6514,Rebecca Richardson,"Easy to use, Invisible, Durable",Easy to install following the Youtube installation video.  Works great.  Stopping my screen crack from spreading.,1
1578434992-5712,DrDon,"Great customer service, immediately sent replacement protector. Better buy than Zagg for comparable product","Intuitive packaging. Dust-absorber is great, an item not included with a much more expensive Zagg screen protector i purchased for an older iPad. Could only award three stars as I could not remove a 1/2"" bubble at the lower left corner of my new iPad 9.7"". Fortunately the bubble is not over the screen.",1
1578434903-5380,Nikki P.,Excellent Protection!!,"Was not smudge-proof or anti-glare. My mom told me she broke the screen all the way across, and I was sure my screen was broken for a good 6+ mos. I just realized today that it was actually the screen protector that was broken! My ipad has been dropped a few times, and the case it is in, is in bad shape. But apparently the screen has been saved multiple times by the awesome screen protector! Buying again tonight!",1
1578435770-8573,Gift,"received as per order , perfect ,","received as per order , perfect ,",1
1578435068-5994,Amazon Customer,bubble wars,Followed directions to a t.  the bubbles were really difficult to remove and one never did come out.,1
1578435529-7652,Carla,Works great,"Fit well, easy to install",1
1578435544-7715,K. Parker,Five Stars,"Great screen protector. It fit perfectly and, as promised, it went on without any bubbles!",1
1578435406-7228,Pam Baker,I'd say that makes Customer Service EXCELLENT!!,"The makers of this product are providing me with items that I misplaced before installing this product.  I'd say that makes Customer Service EXCELLENT!!!  When replacement materials are provided, I feel confident that the protector will be the same.",1
1578434965-5620,run_happy,Bubbles and Imperfections,Great packaging but impossible to install without big corner bubble. Also a significant scratch or smudge on the sticky side of the glass in the same corner. I can live with it but it bugs me. A lot!,0
1578435451-7377,George W,Would recommend to anyone who wants a hassle free install,Easy to install,1
1578434767-4861,Tim,Tempered Perfection,"This no nonsense tempered glass anti-reflective screen protector is awesome.

The kit has plenty of great features; wet wipe, drying cloth, stickers for alignment, an antidust sticker and the best part it includes the tempered glass screen protector.

This kit installs quickly and simply and protects your investment.

Hopefully I won’t have to buy another one but this will be the one if I do. It’s everything it’s cracked up to be!",1
1578435256-6694,Don B,Frustrating,Frustrating for old timers,1
