web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578434867-5242","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bollingers","Overall good, but issues with bubbles","November 17, 2019","Overall a good product, and the tabs made it easier to install, however we still ended up with some bubbles that are nearly impossible to remove. It's possible that we trapped some moisture in with the provided wet wipes, and recommend that people wait a few minutes to completely allow the screen to dry before attaching the screen protector.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1578435591-7893","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chandler W","Strong","May 22, 2019","Love this except for the smudges show","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_344?ie=UTF8&pageNumber=344&reviewerType=all_reviews"
"1578435664-8175","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rose Mary Nall","Met expectations","August 1, 2019","Met expectations","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_372?ie=UTF8&pageNumber=372&reviewerType=all_reviews"
"1578435068-5997","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","S. Richey","First time using tempered glass","April 24, 2017","Application of this screen protector was as easy as could be expected! My first time trying a tempered glass screen protector, and so far I like it. It applies so much better than the plastic ones. It adheres to my tablet on its own. I just needed to work out a few air bubbles on the edge, which wasn't difficult. I would recommend this product to my friends.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_154?ie=UTF8&pageNumber=154&reviewerType=all_reviews"
"1578435795-8667","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon","Five Stars","April 17, 2018","Works well, does the job just fabulously","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_421?ie=UTF8&pageNumber=421&reviewerType=all_reviews"
"1578435596-7913","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","KV","Easy install, works great.","March 27, 2019","Easy install, works great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_346?ie=UTF8&pageNumber=346&reviewerType=all_reviews"
"1578435596-7915","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ashlee Wachob","It will work for a while.","May 6, 2019","I was really careful about the specks but kept getting ""1"". I had to peel it back 2 times and now the corner will not stick. It bugs me but I will just deal with it until it lifts so bad I'll get something else.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_346?ie=UTF8&pageNumber=346&reviewerType=all_reviews"
"1578435951-9226","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","James S. Ellis","Five Stars","January 29, 2018","Nice added protection for the ipad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_477?ie=UTF8&pageNumber=477&reviewerType=all_reviews"
"1578434856-5206","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mrs Tn Drawl","I’m not a pro & I did it","August 22, 2018","The glass itself is just as expected and it fit my iPad 6 perfectly.  I’m not sure why all the poor reviews on the installation.  I read (and followed) the directions and it only took a few minutes. I have 4 inside pets so  I did it in my bathroom where there is no pet hair and I could close the door.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&pageNumber=75&reviewerType=all_reviews"
"1578435131-6235","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alan","Blocks FaceTime camera","February 19, 2018","Disappointed! We bought this for our 2017 iPad but the screen protector covers the front FaceTime camera!! The item we purchased was clearly marked for the 2017 iPad.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_178?ie=UTF8&pageNumber=178&reviewerType=all_reviews"
"1578435120-6194","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It's All Fun and Games","Slim flexible glass, easy instal.","April 15, 2018","Had this for over a year, does the job so far. Haven’t had too many drops to see how it handles Impact. Product is just as described.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_174?ie=UTF8&pageNumber=174&reviewerType=all_reviews"
"1578435460-7404","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SJP","screen protector had blurry spot","December 26, 2018","The screen protector came with good directions and the installation went well but I ended up with a dime sized blurry spot that appears to be an imperfection in the glass screen.  I will not use it this way for long as the blurry spot is a distraction.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_295?ie=UTF8&pageNumber=295&reviewerType=all_reviews"
"1578435350-7039","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David H","... there are still sellers that ensure there clients are satisfied with there product and work till they are","January 24, 2018","Thanks that there are still sellers that ensure there clients are satisfied with there product and work till they are. Customer service great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&pageNumber=258&reviewerType=all_reviews"
"1578435609-7970","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Theresa Falzone-Ross","perfect fit","January 15, 2019","The product is good and not expensive","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_351?ie=UTF8&pageNumber=351&reviewerType=all_reviews"
"1578435128-6230","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","C. Fernando","Love it","October 7, 2019","Best Glass screen protector ever !! Worth your money & they have warranty","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&pageNumber=177&reviewerType=all_reviews"
"1578435219-6559","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Westugirl","Great value!!! Great Product!!! You will regret not buying this!!","September 16, 2019","A must have!!! Great Price!!! Great Item!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_210?ie=UTF8&pageNumber=210&reviewerType=all_reviews"
"1578435580-7851","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Crissy","Easy to apply to IPad","December 19, 2018","Item arrived on time and was very easy to apply to IPad.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_340?ie=UTF8&pageNumber=340&reviewerType=all_reviews"
"1578435161-6343","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David","Great screen protector","August 13, 2019","Very easy to install. It is clear that the quality of the glass is very good, and I have no issues using my Apple Pencil on a daily basis. It also feels like I have less smudges on the screen while using this protector than when I didn't have anything on the screen. I would definitely buy this brand again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_189?ie=UTF8&pageNumber=189&reviewerType=all_reviews"
"1578434687-4564","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Newone","Fits well but product quality so so.....","August 30, 2018","The fit was excellent...when I checked the install carefully I found very small ( 1/4"") hairline marks along one side...at first I thought it was lint but it appears to be stress like marks...it's on the area of the black bezel so it's difficult to see....other than that a nice product.
UPDATE: was contacted by the company and immediately responded and resolved the defective protector with a new and flawless screen that was applied and is perfect....was a pleasure to deal with a company that stands behind their products and reacts immediately to resolve an issue...5 stars to their customer service and product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1578434906-5383","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Skylar","I think it is a great product with one flaw that ruins it","April 21, 2016","I think it is a great product with one flaw that ruins it.  It needs to be just a little bit smaller than the face of the iPad itself.  I have a cover that wraps up over the edge just a touch and it is always pushing up at least one edge because you can't get all four corners under.  So it keeps lifting off the screen and getting dirt and dust under it.  If it was just a touch smaller like they make most phone screen protectors these days it would be a perfect product.

update:  The company contacted me and gave me a rebate and a replacement which was nice to get my money back but they said that they have not heard that complaint from anyone else.  I have read it multiple times.  Seems like a simple fix for what could be such a great product with just that little tweak...","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&reviewerType=all_reviews"
"1578435353-7050","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","bertha","Easy install","May 27, 2019","Fast and easy to install","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_259?ie=UTF8&pageNumber=259&reviewerType=all_reviews"
"1578435219-6557","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","dburress","Easiest installation EVER!!!","January 6, 2019","This product came fast and everything was in the box like it was supposed to be. What I absolutely loved about this product was the installation. This was the easiest screen protector I’ve ever installed myself. I will definitely purchase again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_210?ie=UTF8&pageNumber=210&reviewerType=all_reviews"
"1578435345-7015","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mom of q and c","Would buy for all my other products","March 15, 2019","So easy to apply, no bubbles, hasn’t damaged at all","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_256?ie=UTF8&pageNumber=256&reviewerType=all_reviews"
"1578434950-5556","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sody","Great screen protection","December 17, 2018","Easy to put on with the guides and clear instructions.  Protects the screen from scratches without impacting screen clarity and responsiveness. Bubble free. Easy to clean.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&pageNumber=110&reviewerType=all_reviews"
"1578435066-5989","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Betty Jane Waits","Tempered Glass","April 23, 2018","iPad tempered glass. This fits my new iPad perfectly. The only reason for the four stars, is I couldn’t get all the air bubbles off the screen, once I put the case on. The case lifted the glass just enough to allow the air bubbles.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_153?ie=UTF8&pageNumber=153&reviewerType=all_reviews"
"1578435189-6444","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","booklover","Disappointed","November 21, 2017","Just received and installed on my new iPad.  Guide stickers did not hold screen and I ended up with two bubbles even though I followed instructions and a utube video.  Disappointed and not sure I can live with the bubbles☹️","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&pageNumber=199&reviewerType=all_reviews"
"1578435716-8373","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","THOMAS","Has a bubble in the middle of my screen","December 22, 2018","Put the screen protector on my new iPad and after a week still Have a bubble in the middle of my screen. Definitely not worth the $10 I paid for it","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_392?ie=UTF8&pageNumber=392&reviewerType=all_reviews"
"1578435256-6693","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Marta Moore","Worth the price","September 20, 2018","Appears to be a great screen protector, easy to put on just follow the instructions.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_224?ie=UTF8&pageNumber=224&reviewerType=all_reviews"
"1578434887-5315","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tom A.","Difficult install..","October 10, 2018","Mad at myself.  I didn't notice top from bottom and covered  ""HOME BUTTON""  After changing polarity I have large bubbles.  After cooling down I invest in another.  I have used these protectors before with no problem...  Great if installed correctly.  Be careful when installing.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&pageNumber=86&reviewerType=all_reviews"
"1578435604-7948","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A.D.K.","Worth it and simple to install","January 3, 2020","Great product as described","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_349?ie=UTF8&pageNumber=349&reviewerType=all_reviews"
"1578435925-9125","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aly","Don’t buy","July 26, 2019","Just terrible. Doesn’t lay right at all.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_467?ie=UTF8&pageNumber=467&reviewerType=all_reviews"
"1578435954-9235","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vincent Antonio","Its ok","August 8, 2018","It worked fine","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_478?ie=UTF8&pageNumber=478&reviewerType=all_reviews"
"1578434822-5078","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","AJD","Perfect","March 30, 2018","I acquired the 2017 iPad model (9.7) by buying the iPhone X (I literally got if for 99 cents). I’m very anal about keeping my screens protected and this was exactly what I was looking for. Over the years, I have gotten very good at installing screen covers; keep in mind just align your edges and drop it flat. If you get bubbles, it’s due to your installment, not the product. Perfect, just what i needed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1578435795-8670","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Andrea R. Fray","Clear as day protector","June 2, 2019","Fits edge to edge. Protects 100%","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_421?ie=UTF8&pageNumber=421&reviewerType=all_reviews"
"1578435163-6355","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wally","But I check the quality and it's very good..","February 16, 2018","I bought this thinking that I might need it when I purchase a cover for my daughter's iPad but I didn't have to use it cause the cover brings its own screen protector.... But I check the quality and it's very good...","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_190?ie=UTF8&pageNumber=190&reviewerType=all_reviews"
"1578435432-7315","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A MUST BUY!","April 25, 2018","Fit perfect, easy installation and as I have bought this for both of my 9.7 iPads I can surely say their claims of no-bubbles is true! This is a must buy if you are going to be purchasing an iPad 9.7""! Thanks SPARIN!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_286?ie=UTF8&pageNumber=286&reviewerType=all_reviews"
"1578434932-5488","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mandi Lemrick","Do not purchase!","July 22, 2017","Bought these to ""protect"" my sons I pad. We also bought a case that had built in screen protector for double protection.
He dropped it and the screen protector did nothing. I peeled off screen protector assuming I could just replace that and he would be back to playing his games in no time. Nope- THE WHOLE SCREEN WAS CRACKED AND NOT A SCRATCH ON THE SO CALLED ""protector""","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&pageNumber=103&reviewerType=all_reviews"
"1578435908-9067","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mark","Has protected an iPad for a 4 and 6 year ...","November 29, 2017","Has protected an iPad for a 4 and 6 year old for over three months without scratches or cracks.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_461?ie=UTF8&pageNumber=461&reviewerType=all_reviews"
"1578435756-8522","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","chantay","It's so cute!!! I get a lot ...","July 16, 2017","It's so cute !!! I get a lot of compliments!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_407?ie=UTF8&pageNumber=407&reviewerType=all_reviews"
"1578435643-8100","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dave Motherwell","Easy to install and looks great","December 11, 2017","Easy to install and looks great. Fit si perfect, a good holder for the install would be a great addition.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_364?ie=UTF8&pageNumber=364&reviewerType=all_reviews"
"1578434849-5174","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kassandra Huerta-McDonald","Cheaper but breaks easily. You’d save more buying a slightly more expensive one.","March 14, 2018","I think everything deserves a second chance, so after this got a crack throughout the whole screen I bought a second one 6 months after the first one. Another six months later and it cracks again. I don’t do anything crazy with my ipad. It sits protected in my bag to and from work everyday. After trying it twice there’s no way I’m going back again nor do I recommend buying it. Sure it’s cheaper and worked for a bit but all that money could have just paid for a better one. Buying two and getting the same results isn’t a coincidence its a design flaw. I’m probably going to buy a slightly more expensive one that gives replacements for a small fee instead of this mess.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1578434707-4643","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Nowhere close to hassle free or bubble free","September 16, 2019","If I could give this 0 stars I would. I’m normally pretty good at installing these things. This one? The worst. Bubble free? Hardly. Hassle free? Yea ok. The tape they send to help install this didn’t stick so those were useless. Unless you live in a house that has no dust particles you’re going to have some small bubbles from the dust. I’m ok with that. What I’m wasn’t ok with is the air bubbles that refused to disappear no matter what I tried. I followed the directions completely and has so much trouble installing this and there were so many bubbles and so much dust from lifting and replacing it so many times trying to get rid of the bubbles I finally lost patience and threw it in the trash. This was the most frustrating thing to try to get right and it still ended up in the trash.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1578434836-5128","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mmp1953","Highly recommended...","December 19, 2017","Very nice produce and really good customer service. They followed up and sent me an email with links to the installation process. The install and final look is very good, not bubbles or anything. It fits like it's supposed to be there. The install instructions made me look like a pro. Very good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&reviewerType=all_reviews"
"1578435024-5835","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Please refund product!","October 1, 2017","Screen protector broke while installing on screen. I would like a refund on the screen protector.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&pageNumber=138&reviewerType=all_reviews"
"1578434883-5304","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Easy to install with great directions","May 1, 2018","I was impressed with the instructions on this product and found it easy to attach and it had nice packaging and little accessories to make it simple to get it on the iPad.  It also didn't bubble or look to have any trouble fitting and that was wonderful.  I liked it and am happy I picked it.  Great packaging!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
